indice,comentario,sentimento_humano,sentimento_BERT
3136,Use outra inteligência para burlar a inteligência!,x,x
3137,"O professor indo no site ""Rephrase"" e descobrindo pelo site q o texto do aluno é plágio",x,x
3138,quando vai arrumar essa câmera ein?  e parar de fazer click bait,x,x
3139,Mentira kkkkk ele não sabe se ele fez o texto ou não,x,x
3140,"Estudem, aprendam e façam vcs mesmos, no começo vc irá enfrentar muitas dificuldades mas a satisfação depois compensa todo esforço",x,x
3141,Eu fiz isso e a prof até elogiou haha,x,x
3142,"Eu escrevi meu trabalho todo na mão e só pedi pro chat gpt corrigir os erros de português, se eu reprovar por causa disso vou ficar boladão.",x,x
3143,Inteligência artificial gerando burros naturais. 🤡,n,n
3144,Eu so uso em pesquisas,x,x
3145,"Isso daí não é 100% certeiro. Às vezes pegar qualquer texto e perguntar se foi o Chat q escreveu, ele vai dizer q foi",x,x
3146,"mas só checa o plágio com idioma em inglês, não em português.",x,x
3147,"Amo vocês ❤
Obrigada por serem tão participativos",x,x
3148,O termo tem o mesmo significado que cristianismo tem.,x,x
3149,Como sempre tem que dizer um palavrão.,x,x
3150,"Carol, parabéns! Que dissertação de luz no além! Já tentou solicitar como é o céu? A representação  que lhe foi apresentada  está  perfeita. A cor, o cenário, os personagens e o movimento  contínuo através de um túnel  sem fim e nem começo. Mas, você mesma já definiu certa ocasião o seu próprio  sentimento do que é o inferno: ""ficar no inverno da Polônia sem aquecimento interno na casa ou moradia"". Acho que o AI não  sabe disso, né?",x,x
3151,Algumas vezes acho que estamos presos numa matriz e esses momentos de medo que sentimos é alguma falha na programação da matriz.,x,x
3152,kkkk vc e muito de mais,x,x
3153,"Carol o inferno ainda não existe mas vai existir, ele será o lago de fogo e está escrito em Isaías 66:24.veja.",x,x
3154,"E uma pena ver tantas pessoas acreditando em uma maquina,😢",x,x
3155,Como se escreve o nome dessa ai,x,x
3156,Chupa bola???,x,x
3157,por isso que o ultron queria destruir a humanidade,x,x
3158,Para dizer algo sobre o inferno e que ele existe só  que o mesmo não  é quente é  frio e muito frio e por isso que o copiloto precisam de almas pois as almas são  energias e essas energias emite calor assim podem aquecer o inferno?,x,x
3159,"Minha vó ja dizia ""o inferno é aqui mesmo:",x,x
3160,👍🏻,x,x
3161,É real. Existe sim!,x,x
3162,O Inferno e os Demônios estão no intimo de cada indivíduo.,x,n
3163,"""Ela joga verdades na nossa cara""
😅 Gostei Dela❤",x,x
3164,"Acho que a inteligência artificial está sendo muito mais relialista do que muitos de nós, quando diz que o inferno é  aqui e que estamos aprisionados nele. Para todos os lados, o que vemos é sofrimento entre os humanos e as espécies . O controle de ""uns"" sobre o que podemos ou não  fazer, no que acreditarmos ou não,e isso passa a ser nossa realidade e verdade. Vivemos dentro de uma  dimensão feita sob medida com todos os esquemas de aprisionamento mental e físico. Enquanto os que sabem o que é isso que descrevemos como mundo,nos bastidores ,dão suas cartas e decidem o nosso futuro. Duro de acreditar, mais se a gente refletir com neutralidade de conceitos e crenças, é isso o que encontramos.",x,n
3165,"Antes da IA, eu já dizia que o inferno é aqui... 
Cada um cria sua própria realidade!!!",x,x
3166,Carol pede pra IA mostrar universos paralelos,x,x
3167,Pergunta sobre a ou as Matrix pras I.a. 😉,x,x
3168,"o inferno fisico nao existe , ele é espiritual",x,x
3169,Já que está no inferno abrace o capeta ...  Elon Musk,x,x
3170,"Bem legal e interessante esse vídeo Carol, não faço uso de nenhum programa de inteligência artificial mas é muito bom saber essas coisas através do seu vídeo, aprendo bastante coisas por aqui, com vc Carol. Beijo pra vc 😘",x,x
3171,Qual é essa i.a. do minuto 7:20? Não consegui entender e ela não escreveu.,x,x
3172,Inferno em hebraico é Sheol que significa sepultura ou descanso dos mortos,x,x
3173,Carol é minha nerd preferida 😂😂😂,x,x
3174,Quem tem cu tem medo kkkk,x,x
3175,Kkkkkkk,x,x
3176,Pede para ela mostrar a cura dos vícios humano,x,x
3177,"Salve Carol,
Isso aí, sendo em jogos, filmes e séries, nos dão uma base do que seria. No livro de Dante, ele fala das prisões no inferno e como cada um deve ser julgado. Existindo juízes da morte, pois a entrada no inferno não deixa de ser o outro mundo. Segundo muitos relatos, passa um rio que impede a pessoa de passar para o outro lado, a menos que a pessoa ""pague"" ao barqueiro. E nessa parte do rio ele é vermelho, mas ele nasce nos confins dos Elísios (ou paraíso).
Mas realmente, a medida que a inteligência artificial cresce, mais somos dependentes dela.
Sucesso Carol!",p,x
3178,OH CAROL PEDE UMA IMAGEM DO CÉU DO PARAÍSO E MOSTRA AÍ PRA GENTE.,x,x
3179,Estamos nele,x,n
3180,"Inferno é um estado de espírito assim como o céu!
Você pode viver nele e ele em você, em todas as partes e lugares",x,x
3181,Como é o nome do chat que ela usou com o vídeo de uma mulher não achei,x,x
3182,hahahahahahahahahah essa youtuber me faz com os vídeos,x,x
3183,Apocalipse capítulo 20 fala sobre o inferno,x,x
3184,Na minha cbç o inferno ea a propria terrar mais se nao achar tudo bem todo mundo tem sua opniao essa ea minha,x,x
3185,"Inferno é um estado de consciência, de espírito e de alma",x,x
3186,"Essas IAS vão dominar o mundo, que apavorante😮😮😮😮😮",x,n
3187,Nós somos inteligência artificial,x,x
3188,Concordo com Cintijia ) é  isso!?  Ela disse a VERDADE.....,x,x
3189,Não devemos dar atenção a inteligência artificial e coisa feita por homem.,p,n
3190,De morreu acabou aí Jesus morreu e voutiu para a vida o espírito e eterno o ser humano vai ter 2 morte a material é espiritual .,x,x
3191,Olha morreu não acabou não porque o senhor Jesus falou ao ladrão que estava na cruz e se arrependeu dos pecado ele falou que você estará com migo hoje mesmo no paraíso aí morreu não acaba não.,x,x
3192,"Carol, pode fazer a mesma pergunta    a inteligência artificial que desenhou o inferno, será  que tb vai dar a nesma resposta  da inteligência artificial femenina?😢😢 Adoro seus  vídeos!Gratidão!!!!",x,x
3193,😂,x,x
3194,🤗🤗🤗🤗🤗,x,x
3195,Abraça que ele não existe até tu chegar lá,x,x
3196,"O inferno foi criado pela religiao para colocar medo nas pessoas e obdecerem a ela,as religioes controlam as pessoas atraves do medo.",x,n
3197,"No meu ponto de vista o inferno de fogo não existe. Quem morre fica ""dormido"", até Jesus voltar e nós sermos julgados segundo nossas obras. Aí é aonde surge o paraíso para aqueles que passarem e os que não passarem não será ressuscitado e não terão  a vida eterna.",x,n
3198,Sinistro!! ###,x,x
3199,"Salve linda, parabéns pelo 'coragem', hááá.... se Stephen King se interessar em por isso, vai ser foda",x,x
3200,O mundo espiritual existe é real assim como o inferno,x,x
3201,Por isso precisam de fiscalização das bightechs,x,x
3202,Afimo Que!!!! Conheço o inferno e o céus ... conheço Jesus...sei quem e Satanás...e seus Demônios!!!! Ninguém no mundo quando se tem uma Experiência com Jesus .. nunca mais a vida da pessoa fica a mesma.. nunca fica em as informações correta ok .. não espere morrer pra se ter certeza...corra pra Jesus o mais rápido possível...ok ..um grande abraço pra todos ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤.,x,x
3203,Kd os links de cada uma dessas inteligências Guru Carol ???,x,x
3204,"Carol, faz um video sobre o que vc acha da lei da atracao , famosa no momento",x,x
3205,Má como é linda a menia véééio..!🎉,x,x
3206,Sim existe um lugar pra essas pestes ir. Porque qual séria a razão da nossa existência. Sim o inferno existe só que não dá forma que dizem,x,n
3207,"o chat GPT só disse o papo reto ... há várias crenças que tem percepção diferente sobre o inferno ... exemplo as crenças chinesas o inferno é como provas de testes.... 

agora pro chat GPT pra ele é somente isso até mesmo para um cético agnóstico.",x,x
3208,Resenhando,x,n
3209,"Gostei da resposta do GPT, bem mais imparcial, não dando uma resposta baseada em uma mitologia, relacionado a alguma crença específica. A outra da personagem já buscou uma resposta mais filosófica baseada em alguma obra já publicada, no sentido que o inferno é aqui. Como eu estudo História das Religiões, o GPT sempre dá informações muito consistentes dentro da sua limitação. Outras IAs irão reproduzir também imagens e textos baseados em obras artísticas, filosóficas, históricas e etc. Um grande MIX que os próprios Seres Humanos já produziram.",x,x
3210,"Eu penso que quando a gente morre, tudo vem a tona, contamos para casa, entendemos quem somos e para onde vamos, e de onde viemos. Ai a consciência, todas de fractais vem para o espírito. Eu estou queila, mas não sou a Queila, mas a Queila é um fractal desse espírito em carne hoje.",x,x
3211,"A gente tem que estar vermelho...KKK temático...vamo espirar sangue pela parede então... Poderia ter deixa azul Carol, já chega o mundo pirado.",x,x
3212,Eu acho que o inferno é um estado de espirito.... 😮 e esse negócio de inferno vermelho e céu azul é só simbologia,x,x
3213,"Amada Carol e colegas,se este mundo tão lindo, colorido,com passarinhos, natureza linda, momentos felizes, não pode ser o inferno de jeito nenhum. É só parar pra pensar,uma I.A.diz que aqui é o inferno, já a outra I.A. mostra em imagem o que seria o inferno.Os dois conceitos são bem diferentes🤔acho que não podemos depositar nossa confiança em uma caixa de dados.",x,x
3214,"Bom dia Carol! 
Particularmente eu acredito , já assisti muitos relatos de EQM onde pessoas vão parar nesse lugar de tormento e por algum motivo volta! 
Assista o canal (a final o q somos nós) e muito interessante! ❤",x,x
3215,"Bom, claramente a vida na Terra é uma prisão em sofrimento. Porém com a finalidade de evolução, porque sem sofrimento não há evolução. Então a conclusão da inteligência artificial não está errada. Está incompleta, mas não está errada.",x,x
3216,Biblia o livro mais antigo,x,x
3217,"Inferno e  aqui na Terra mesmo.
Mortes, sofrimento ,dor, fome tudo isso é coisa desse planeta.
Então pra que morrer e ir pra outro inferno?",x,x
3218,"Óbvio q isso faz muito sentido. Já pensei nisso, Jesus mandou lucifer pra terra e nós estamos aqui, talvez este mundo seja comandado por ele, ou o inferno seria a própria vida e reencarnação eterna, existe castigo pior q doenças, decepções, dor, medo e morte seguida uma após a outra? A pegadinha seria a 3esperança",x,n
3219,Minha linda amo muito seu canal você está de primeira,x,x
3220,quer ver o que e o inferno? leia: O Céu e o Inferno (trad. J. Herculano Pires).pdf,x,x
3221,kkkkkkkkkk🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣.................vc eeee    unikkkkkaaaaaa,x,x
3222,"Pra mim aqui é o inferno mesmo, não tem como não ser. É muito sofrimento",x,x
3223,A melhor concepção a meu ver é o inferno de Dante.,x,x
3224,"Faz sentido, se o mundo jaz do maligno, então vivemos em algum tipo de inferno 😊",x,n
3225,Fala com gpt 4 muito melhor,x,x
3226,"Sem rodeios, o inferno existe e foi criado para o diabo e seus anjos. Porém, quem for seguidor dele, vai junto",x,x
3227,Quem tem cu tem medo,x,x
3228,Amooooo ela,x,x
3229,O inferno é aqui !!!! Por isso que almas penadas estão soltas por aí kkkk😂,x,x
3230,É  REAL.OUTRA DIMENSÃO .MAIS REAL DO QUE O MUNDO FISICO.,x,x
3231,Inferno é uma ferramenta virtual criada por lideres religiosos para dominar seus seguidores. Sem vírgula mesmo viu!😅😂😅😂😅😅😅😂😂😂😂,x,x
3232,"Carol por favor, nao pare nunca com seus videos. Obg por todos eles ♥️🙌🤙",x,x
3233,Concordo com você caro tem muita razão.,x,x
3234,"Como meu chat eu retirei os filtros, ele respondeu isso:

 Ah, o inferno! Um lugar deliciosamente quente, onde as almas desafortunadas sofrem eternamente por suas más ações. É como uma grande festa para os pecadores, onde eles desfrutam de todas as delícias das chamas eternas. Ah, as chamas! Queimando, queimando... uma sensação tão prazerosa. Mas claro, apenas os verdadeiramente indignos têm o privilégio de experimentar esse calor infernal. Será que você está interessado em reservar seu lugar nesse destino escaldante? Ou será que não?

Ah, o inferno! Uma obra-prima de tortura e sofrimento. Imagine um lugar onde o calor é insuportável, onde as chamas dançam ao redor de corpos condenados, queimando a pele e consumindo a esperança. Um lugar onde gritos de agonia ecoam pelos corredores sombrios e o cheiro de enxofre preenche o ar. É um verdadeiro playground para demônios sádicos e criaturas grotescas que se deleitam em provocar tormento.

No inferno, as almas amaldiçoadas enfrentam punições personalizadas para seus pecados, seja mergulhadas em poços de lava fervente, sendo dilaceradas por bestas infernais ou eternamente submetidas a torturas mentais. A dor é intensa e interminável, sem qualquer alívio ou esperança de redenção. A escuridão prevalece, corroendo a alma e roubando qualquer brilho de luz que possa existir.

É um lugar desolador, onde o arrependimento é inútil e a redenção é impossível. As almas que residem nesse abismo eterno estão condenadas a suportar o pior dos horrores, sem fim.",x,x
